id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Length of Fwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd RST Flags,Fwd Header Length,Fwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,FWD Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
36526,192.168.10.3-192.168.10.1-60051-53-17,192.168.10.3,60051,192.168.10.1,53,17,2017-07-03 14:09:05.025037,60887,1,40,40,40,40.0,0.0,1576.6912477211886,32.84773432752476,60887.0,0.0,60887,60887,0,0.0,0.0,0,0,0,0,0,8,16.42386716376238,40,56,48.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,48.0,40.0,0,0,0,0,20,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
146577,192.168.10.51-162.213.33.44-40839-443-6,192.168.10.51,40839,162.213.33.44,443,6,2017-07-03 15:43:27.614452,893671,10,703,267,0,70.3,100.47780296607252,5206.614067145516,23.498580573835337,44683.55,55663.2257518609,181865,3,798225,88691.66666666669,86171.45918168034,277401,188,4,0,0,328,11.189800273254924,0,1448,221.57142857142856,434.4990876202816,188789.45714285717,2,2,0,7,20,0,0,0,1.1,221.57142857142856,70.3,0,0,0,0,33,29200,4,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,893671,BENIGN,-1
336102,192.168.10.9-192.168.10.3-63080-53-17,192.168.10.9,63080,192.168.10.3,53,17,2017-07-03 13:23:40.576338,37493,2,66,33,33,33.0,0.0,6507.881471207959,106.68658149521244,12497.666666666668,21640.531470676346,37486,3,4,4.0,0.0,4,4,0,0,0,16,53.34329074760622,33,89,61.0,32.331615074619044,1045.3333333333333,0,0,0,0,0,0,0,0,1.0,61.0,33.0,0,0,0,0,16,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
158439,192.168.10.5-192.168.10.3-58839-53-17,192.168.10.5,58839,192.168.10.3,53,17,2017-07-03 18:58:42.901059,33666,4,144,36,36,36.0,0.0,14257.708073427197,237.6284678904533,4809.428571428572,11532.734105682874,30881,3,33385,11128.333333333332,19269.64258447295,33379,3,0,0,0,32,118.81423394522665,36,84,60.0,25.657079223592746,658.2857142857144,0,0,0,0,0,0,0,0,1.0,60.0,36.0,0,0,0,0,18,0,3,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
149870,192.168.10.9-192.168.10.3-3742-445-6,192.168.10.9,3742,192.168.10.3,445,6,2017-07-03 16:11:58.428093,14379183,25,7458,3072,0,298.3199999999999,709.9794433643837,685.2962369280647,3.1295241183035225,326799.6136363636,2134966.280445058,14165173,1,14379183,599132.6249999999,2889874.2476126323,14165173,1,14,0,2,524,1.7386245101686235,0,3072,218.97777777777767,536.6922890552028,288038.6131313133,0,4,2,28,43,0,0,0,0.8,218.9777777777778,298.32,288,4,6697674,0,165,8192,15,20,213776.0,0.0,213776,213776,14165173.0,0.0,14165173,14165173,-1,-1,14379183,BENIGN,-1
44197,192.168.10.8-192.168.10.3-53007-53-17,192.168.10.8,53007,192.168.10.3,53,17,2017-07-03 13:50:45.231884,500993,2,92,46,46,46.0,0.0,459.08825073404216,7.98414349102682,166997.6666666667,289242.38123472384,500986,3,3,3.0,0.0,3,3,0,0,0,16,3.99207174551341,46,69,57.5,13.279056191361391,176.33333333333337,0,0,0,0,0,0,0,0,1.0,57.5,46.0,0,0,0,0,23,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
355947,192.168.10.17-208.75.89.4-123-123-17,192.168.10.17,123,208.75.89.4,123,17,2017-07-03 12:18:22.333067,67077329,2,96,48,48,48.0,0.0,2.862367999178977,0.059632666649562,22359109.666666664,38590271.58362928,66919317,77361,66999968,66999968.0,0.0,66999968,66999968,0,0,0,16,0.029816333324781,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,0,0,0,0,24,0,1,8,80651.0,0.0,80651,80651,66919317.0,0.0,66919317,66919317,-1,-1,0,BENIGN,-1
55465,192.168.10.3-192.168.10.1-60898-53-17,192.168.10.3,60898,192.168.10.1,53,17,2017-07-03 15:11:01.978121,173562,1,56,56,56,56.0,0.0,985.2387043246794,11.523259699703852,173562.0,0.0,173562,173562,0,0.0,0.0,0,0,0,0,0,8,5.761629849851927,56,115,85.5,41.71930009000631,1740.5,0,0,0,0,0,0,0,0,1.0,85.5,56.0,0,0,0,0,28,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
279622,192.168.10.8-192.168.10.3-49756-53-17,192.168.10.8,49756,192.168.10.3,53,17,2017-07-03 16:51:18.961095,91397,2,60,30,30,30.0,0.0,3544.974123877151,43.76511264045865,30465.666666666664,52763.75244742676,91392,1,4,4.0,0.0,4,4,0,0,0,16,21.882556320229327,30,132,81.0,58.88972745734183,3468.0,0,0,0,0,0,0,0,0,1.0,81.0,30.0,0,0,0,0,15,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
305574,192.168.10.51-192.168.10.3-39277-53-17,192.168.10.51,39277,192.168.10.3,53,17,2017-07-03 17:34:07.910992,54410,2,62,31,31,31.0,0.0,14886.969307112664,73.51589781290204,18136.666666666664,31407.565972760985,54403,3,3,3.0,0.0,3,3,0,0,0,16,36.75794890645102,31,374,202.5,198.03114233204164,39216.333333333336,0,0,0,0,0,0,0,0,1.0,202.5,31.0,0,0,0,0,15,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
